"","groupid","elapsedtime","sex","age","health","nationality","countryofbirth","educationlevel","studentstatus","totalwords","countCorrect_neutral","countCorrect_low","countCorrect_high","countCorrect_negative","countCorrect_sum","propCorrect_neutral","propCorrect_low","propCorrect_high","propCorrect_negative","countCritical_neutral","countCritical_low","countCritical_high","countCritical_negative","countCritical_sum","propCritical_neutral","propCritical_low","propCritical_high","propCritical_negative","countIntrusion_sum","RCG_countCorrect_neutral","RCG_countCorrect_low","RCG_countCorrect_high","RCG_countCorrect_negative","RCG_countCorrect_sum","RCG_propCorrect_neutral","RCG_propCorrect_low","RCG_propCorrect_high","RCG_propCorrect_negative","RCG_propCorrect_total","RCG_countCritical_neutral","RCG_countCritical_low","RCG_countCritical_high","RCG_countCritical_negative","RCG_countCritical_sum","RCG_propCritical_neutral","RCG_propCritical_low","RCG_propCritical_high","RCG_propCritical_negative","RCG_propCritical_total","RCG_countIntrusion_neutralword","RCG_countIntrusion_lowword","RCG_countIntrusion_highword","RCG_countIntrusion_negativeword","RCG_countIntrusion_sumword","RCG_propIntrusion_neutralword","RCG_propIntrusion_lowword","RCG_propIntrusion_highword","RCG_propIntrusion_negativeword","RCG_propIntrusion_totalword","RCG_countIntrusion_neutrallure","RCG_countIntrusion_lowlure","RCG_countIntrusion_highlure","RCG_countIntrusion_negativelure","RCG_countIntrusion_sumlure","RCG_propIntrusion_neutrallure","RCG_propIntrusion_lowlure","RCG_propIntrusion_highlure","RCG_propIntrusion_negativelure","RCG_propIntrusion_totallure","RCG_countIntrusion_neutral","RCG_countIntrusion_low","RCG_countIntrusion_high","RCG_countIntrusion_negative","RCG_countIntrusion_sum","RCG_propIntrusion_neutral","RCG_propIntrusion_low","RCG_propIntrusion_high","RCG_propIntrusion_negative","RCG_propIntrusion_total","nr_MathProblems","propCorrect_Math","attentioncheck","oldresponse","CEQtotal","DEStotal","differencescorepc","propCorrectoverall","propRCGCorrectoverall","differencescoreh1","differencescoreh1b","differencescoreh1c","differencescoreh2","differencescoreh2b","differencescoreh2c","HRCorrNeu","Z_HRCorrNeu","HRCorrNeg","Z_HRCorrNeg","FAIntNeu","Z_FAIntNeu","FAIntNeg","Z_FAIntNeg","FACritNeu","Z_FACritNeu","FACritNeg","Z_FACritNeg","d_critical_neutral","d_critical_negative","d_unrelated_neutral","d_unrelated_negative","differencescoreh5","differencescoreh5b","c_critical_neutral","c_critical_negative","differencescoreh4","c_unrelated_neutral","c_unrelated_negative","differencescoreh4b","differencescoreh6","differencescoreh7"
"246",1,1579518,"Male",22,0,"Nigeria","Nigeria","High School Degree or equivalent","Yes",10,3,4,2,6,9,0.0625,0.166666666666667,0.0833333333333333,0.125,0,0,1,1,1,0,0,0.5,0.25,0,8,6,4,10,18,0.666666666666667,1,0.666666666666667,0.833333333333333,0.75,3,2,2,4,7,0.75,1,1,1,0.875,0,0,1,1,1,0,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,1,0,1,1,0,0.5,0,0.25,0.125,0,1,1,2,2,0,0.125,0.125,0.125,0.0625,96,0.989583333333333,1,0.421875,15,64.2857142857143,0.75,0.09375,0.765625,0.25,0,0.0625,0.25,0.25,0.166666666666666,0.653846153846154,0.395725295814487,0.807692307692308,0.869423773288886,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.9,1.2815515655446,-0.128675216893553,-0.412127792255715,2.28523525614792,1.91855517125286,-0.283452575362161,-0.36668008489506,-0.460062904261264,-1.07548766941674,-0.61542476515548,0.746892332259471,0.0898538123375426,-0.657038519921929,0.5,0
"247",2,1369571,"Female",30,0,"United Kingdom","United Kingdom","Doctorate","No",32,13,6,8,14,27,0.270833333333333,0.25,0.333333333333333,0.291666666666667,2,0,1,1,3,0.5,0,0.5,0.25,2,9,3,4,7,16,0.75,0.5,0.666666666666667,0.583333333333333,0.666666666666667,3,2,2,4,7,0.75,1,1,1,0.875,0,1,1,2,2,0,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0,0,1,1,1,0,0,0.5,0.25,0.125,0,1,2,3,3,0,0.125,0.25,0.1875,0.09375,117,0.991452991452991,1,0.40625,6,6.78571428571429,0.75,0.28125,0.71875,-0.25,-0.5,0.0208333333333334,0.25,0.25,-0.166666666666667,0.730769230769231,0.615141104595973,0.576923076923077,0.194028142423926,0.0294117647058824,-1.88950996033343,0.205882352941176,-0.82079208833238,0.7,0.524400512708041,0.9,1.2815515655446,0.0907405918879327,-1.08752342312067,2.5046510649294,1.01482023075631,-1.17826401500861,-1.4898308341731,-0.569770808652007,-0.737789853984264,-0.168019045332257,0.637184427868728,0.313381972954227,-0.323802454914501,0.5,0
"248",1,1569147,"Female",37,0,"United Kingdom","Nigeria","Bachelor's Degree","DATA EXPIRED",22,6,6,7,13,19,0.125,0.25,0.291666666666667,0.270833333333333,1,0,0,0,1,0.25,0,0,0,2,10,6,4,10,20,0.833333333333333,1,0.666666666666667,0.833333333333333,0.833333333333333,2,1,1,2,4,0.5,0.5,0.5,0.5,0.5,0,0,1,1,1,0,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.125,0.0625,0.03125,91,0.868131868131868,1,0.390625,13,1.78571428571429,0.5,0.197916666666667,0.859375,-0.25,-0.25,0.145833333333333,0,0,0,0.807692307692308,0.869423773288886,0.807692307692308,0.869423773288886,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.5,0,0.5,0,0.869423773288886,0.869423773288886,2.75893373362232,2.22112601321955,0,-0.537807720402769,-0.434711886644443,-0.434711886644443,0,0.510043093522272,0.241139233320888,-0.268903860201385,0,0
"249",2,1370621,"Male",25,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",15,3,3,5,8,11,0.0625,0.125,0.208333333333333,0.166666666666667,0,0,2,2,2,0,0,1,0.5,2,5,5,4,9,14,0.416666666666667,0.833333333333333,0.666666666666667,0.75,0.583333333333333,3,2,2,4,7,0.75,1,1,1,0.875,0,2,1,3,3,0,0.333333333333333,0.166666666666667,0.25,0.125,0,0,1,1,1,0,0,0.5,0.25,0.125,0,2,2,4,4,0,0.25,0.25,0.25,0.125,71,0.929577464788732,1,0.390625,11,2.5,0.75,0.114583333333333,0.671875,0.5,0,0.104166666666667,0.25,0.25,0.333333333333333,0.423076923076923,-0.194028142423926,0.730769230769231,0.615141104595973,0.0294117647058824,-1.88950996033343,0.264705882352941,-0.62890421763219,0.7,0.524400512708041,0.9,1.2815515655446,-0.718428655131967,-0.666410460948627,1.6954818179095,1.24404532222816,0.0520181941833395,-0.45143649568134,-0.165186185142057,-0.948346335070287,-0.78316014992823,1.04176905137868,0.00688155651810834,-1.03488749486057,1,0
"250",1,1523193,"Female",31,0,"United Kingdom","United Kingdom","Master's Degree","No",35,11,5,8,13,24,0.229166666666667,0.208333333333333,0.333333333333333,0.270833333333333,2,1,1,2,4,0.5,0.5,0.5,0.5,7,9,4,5,9,18,0.75,0.666666666666667,0.833333333333333,0.75,0.75,3,2,2,4,7,0.75,1,1,1,0.875,2,2,1,3,5,0.166666666666667,0.333333333333333,0.166666666666667,0.25,0.208333333333333,0,0,1,1,1,0,0,0.5,0.25,0.125,2,2,2,4,6,0.125,0.25,0.25,0.25,0.1875,69,0.898550724637681,1,0.484375,4,21.0714285714286,0.625,0.25,0.703125,0,0,0.0416666666666667,0.25,0.25,0,0.730769230769231,0.615141104595973,0.730769230769231,0.615141104595973,0.147058823529412,-1.04913139796397,0.264705882352941,-0.62890421763219,0.7,0.524400512708041,0.9,1.2815515655446,0.0907405918879327,-0.666410460948627,1.66427250255994,1.24404532222816,-0.75715105283656,-0.420227180331781,-0.569770808652007,-0.948346335070287,-0.37857552641828,0.216995146683999,0.00688155651810834,-0.210113590165891,0,0
"251",1,1418117,"Female",26,0,"South Africa","South Africa","Bachelor's Degree","No",21,10,1,5,6,16,0.208333333333333,0.0416666666666667,0.208333333333333,0.125,1,1,0,1,2,0.25,0.5,0,0.25,3,6,4,2,6,12,0.5,0.666666666666667,0.333333333333333,0.5,0.5,3,2,0,2,5,0.75,1,0,0.5,0.625,1,0,1,1,2,0.0833333333333334,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0,1,0,1,1,0,0.5,0,0.25,0.125,1,1,1,2,3,0.0625,0.125,0.125,0.125,0.09375,40,0.975,1,0.3125,11,21.7857142857143,0.6875,0.166666666666667,0.6875,0,0.25,-0.0833333333333333,-0.25,0.25,0,0.5,0,0.5,0,0.0882352941176471,-1.35170223993066,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.5,0,-0.524400512708041,0,1.35170223993066,1.04913139796397,0.524400512708041,-0.30257084196669,-0.26220025635402,0,0.26220025635402,0.675851119965331,0.524565698981986,-0.151285420983345,-0.5,-1
"252",2,1757900,"Male",21,0,"Zimbabwe","Zimbabwe","Bachelor's Degree","Yes",11,6,5,0,5,11,0.125,0.208333333333333,0,0.104166666666667,0,0,0,0,0,0,0,0,0,0,6,1,3,4,10,0.5,0.166666666666667,0.5,0.333333333333333,0.416666666666667,3,1,1,2,5,0.75,0.5,0.5,0.5,0.625,1,0,1,1,2,0.0833333333333334,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0,1,0,1,1,0,0.5,0,0.25,0.125,1,1,1,2,3,0.0625,0.125,0.125,0.125,0.09375,49,0.938775510204082,1,0.28125,16,29.6428571428571,0.6875,0.114583333333333,0.65625,0,0,-0.0208333333333333,-0.25,-0.25,-0.166666666666667,0.5,0,0.346153846153846,-0.395725295814487,0.0882352941176471,-1.35170223993066,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.5,0,-0.524400512708041,-0.395725295814487,1.35170223993066,0.653406102149484,0.128675216893553,-0.698296137781177,-0.26220025635402,0.197862647907244,0.460062904261264,0.675851119965331,0.722428346889229,0.0465772269238985,0,0
"253",1,1457946,"Female",37,0,"United States","United States","Master's Degree","No",20,16,3,1,4,20,0.333333333333333,0.125,0.0416666666666667,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,11,5,2,7,18,0.916666666666667,0.833333333333333,0.333333333333333,0.583333333333333,0.75,3,1,1,2,5,0.75,0.5,0.5,0.5,0.625,3,1,3,4,7,0.25,0.166666666666667,0.5,0.333333333333333,0.291666666666667,2,0,1,1,3,0.5,0,0.5,0.25,0.375,5,1,4,5,10,0.3125,0.125,0.5,0.3125,0.3125,94,0.98936170212766,1,0.515625,1,2.85714285714286,0.4375,0.208333333333333,0.671875,0,0,-0.25,-0.25,-0.25,-0.333333333333334,0.884615384615385,1.19837970230692,0.576923076923077,0.194028142423926,0.323529411764706,-0.457851931012495,0.323529411764706,-0.457851931012495,0.7,0.524400512708041,0.5,0,0.673979189598884,0.194028142423926,1.65623163331942,0.651880073436421,-0.479951047174958,-1.004351559883,-0.861390107507483,-0.0970140712119631,0.764376036295519,-0.370263885647215,0.131911894294284,0.502175779941499,0,0
"254",2,1472490,"Female",42,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",24,7,9,6,15,22,0.145833333333333,0.375,0.25,0.3125,1,0,1,1,2,0.25,0,0.5,0.25,0,7,5,4,9,16,0.583333333333333,0.833333333333333,0.666666666666667,0.75,0.666666666666667,4,2,2,4,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.893617021276596,1,0.375,11,16.7857142857143,1,0.229166666666667,0.75,0,-0.25,0.166666666666667,0,0,0.166666666666667,0.576923076923077,0.194028142423926,0.730769230769231,0.615141104595973,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.9,1.2815515655446,0.9,1.2815515655446,-1.08752342312067,-0.666410460948627,2.08353810275736,2.5046510649294,0.421112962172047,0.421112962172047,-0.737789853984264,-0.948346335070287,-0.210556481086024,0.847740908954752,0.637184427868728,-0.210556481086024,0.5,0
"255",1,1783517,"Female",35,0,"Nigeria","Nigeria","Master's Degree","No",67,31,10,19,29,60,0.645833333333333,0.416666666666667,0.791666666666667,0.604166666666667,0,1,0,1,1,0,0.5,0,0.25,6,10,5,5,10,20,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,0,2,2,3,0.25,0,1,0.5,0.375,1,1,0,1,2,0.0833333333333334,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0.0625,0.125,0,0.0625,0.0625,80,0.9875,1,0.390625,18,79.6428571428571,0.1875,0.625,0.859375,0.25,0.5,-0.0416666666666667,0.25,-0.25,0,0.807692307692308,0.869423773288886,0.807692307692308,0.869423773288886,0.0882352941176471,-1.35170223993066,0.0882352941176471,-1.35170223993066,0.3,-0.524400512708041,0.5,0,1.39382428599693,0.869423773288886,2.22112601321955,2.22112601321955,-0.524400512708041,0,-0.172511630290423,-0.434711886644443,-0.26220025635402,0.241139233320888,0.241139233320888,0,-0.5,1
"256",2,1534639,"Male",31,0,"Ireland","Ireland","Master's Degree","No",26,5,6,3,9,14,0.104166666666667,0.25,0.125,0.1875,1,1,1,2,3,0.25,0.5,0.5,0.5,9,10,3,4,7,17,0.833333333333333,0.5,0.666666666666667,0.583333333333333,0.708333333333333,3,2,2,4,7,0.75,1,1,1,0.875,2,2,1,3,5,0.166666666666667,0.333333333333333,0.166666666666667,0.25,0.208333333333333,0,0,0,0,0,0,0,0,0,0,2,2,1,3,5,0.125,0.25,0.125,0.1875,0.15625,115,0.947826086956522,1,0.453125,3,12.5,0.625,0.145833333333333,0.703125,0.25,0.25,0.0833333333333333,0.25,0.25,-0.25,0.807692307692308,0.869423773288886,0.576923076923077,0.194028142423926,0.147058823529412,-1.04913139796397,0.205882352941176,-0.82079208833238,0.7,0.524400512708041,0.9,1.2815515655446,0.345023260580845,-1.08752342312067,1.91855517125286,1.01482023075631,-1.43254668370152,-0.903734940496551,-0.696912142998463,-0.737789853984264,-0.0408777109858003,0.0898538123375426,0.313381972954227,0.223528160616685,0,0
"257",1,1320202,"Female",42,1,"United Kingdom","United Kingdom","High School Degree or equivalent","No",6,0,0,5,5,5,0,0,0.208333333333333,0.104166666666667,0,0,0,0,0,0,0,0,0,1,5,0,3,3,8,0.416666666666667,0,0.5,0.25,0.333333333333333,2,0,1,1,3,0.5,0,0.5,0.25,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.976470588235294,1,0.171875,10,31.0714285714286,0.5,0.0520833333333333,0.703125,0,0,0.104166666666667,-0.25,-0.5,-0.166666666666667,0.423076923076923,-0.194028142423926,0.269230769230769,-0.615141104595974,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.5,0,0.3,-0.524400512708041,-0.194028142423926,-0.0907405918879329,1.6954818179095,1.27436885573746,0.103287550535993,-0.421112962172047,0.0970140712119631,0.569770808652007,0.472756737440044,1.04176905137868,1.2523255324647,0.210556481086024,0,0.5
"258",2,1785850,"Female",24,0,"South Africa","South Africa","Bachelor's Degree","Yes",38,17,1,11,12,29,0.354166666666667,0.0416666666666667,0.458333333333333,0.25,3,0,0,0,3,0.75,0,0,0,6,12,0,4,4,16,1,0,0.666666666666667,0.333333333333333,0.666666666666667,4,1,1,2,6,1,0.5,0.5,0.5,0.75,4,3,4,7,11,0.333333333333333,0.5,0.666666666666667,0.583333333333333,0.458333333333333,1,1,2,3,4,0.25,0.5,1,0.75,0.5,5,4,6,10,15,0.3125,0.5,0.75,0.625,0.46875,40,0.85,1,0.578125,16,32.1428571428571,0.6875,0.302083333333333,0.546875,-0.75,-0.75,-0.104166666666667,-0.5,-0.5,-0.666666666666667,0.961538461538462,1.76882503851871,0.346153846153846,-0.395725295814487,0.323529411764706,-0.457851931012495,0.617647058823529,0.299306910465667,0.9,1.2815515655446,0.5,0,0.487273472974105,-0.395725295814487,2.2266769695312,-0.695032206280154,-0.882998768788592,-2.92170917581136,-1.52518830203165,0.197862647907244,1.7230509499389,-0.655486553753105,0.0482091926744101,0.703695746427516,0,0
"259",1,1822247,"Female",30,0,"South Africa","South Africa","High School Degree or equivalent","No",19,6,6,1,7,13,0.125,0.25,0.0416666666666667,0.145833333333333,1,0,0,0,1,0.25,0,0,0,5,11,4,4,8,19,0.916666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.791666666666667,2,1,2,3,5,0.5,0.5,1,0.75,0.625,6,3,1,4,10,0.5,0.5,0.166666666666667,0.333333333333333,0.416666666666667,2,2,1,3,5,0.5,1,0.5,0.75,0.625,8,5,2,7,15,0.5,0.625,0.25,0.4375,0.46875,50,0.98,1,0.609375,14,25,0,0.135416666666667,0.609375,-0.25,-0.25,0.0208333333333333,0.25,0,-0.25,0.884615384615385,1.19837970230692,0.653846153846154,0.395725295814487,0.5,0,0.441176470588235,-0.147987109725839,0.5,0,0.7,0.524400512708041,1.19837970230692,-0.128675216893553,1.19837970230692,0.543712405540326,-1.32705491920048,-0.654667296766598,-0.599189851153462,-0.460062904261264,0.139126946892198,-0.599189851153462,-0.123869093044324,0.475320758109138,0,0.5
"260",1,1478430,"Female",30,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",8,1,0,0,0,1,0.0208333333333333,0,0,0,1,0,0,0,1,0.25,0,0,0,6,10,4,5,9,19,0.833333333333333,0.666666666666667,0.833333333333333,0.75,0.791666666666667,4,1,2,3,7,1,0.5,1,0.75,0.875,8,2,5,7,15,0.666666666666667,0.333333333333333,0.833333333333333,0.583333333333333,0.625,2,1,2,3,5,0.5,0.5,1,0.75,0.625,10,3,7,10,20,0.625,0.375,0.875,0.625,0.625,61,0.819672131147541,1,0.71875,4,28.9285714285714,0.375,0.0104166666666667,0.5,-0.25,-0.25,-0.0208333333333333,-0.25,-0.5,-0.083333333333333,0.807692307692308,0.869423773288886,0.730769230769231,0.615141104595973,0.617647058823529,0.299306910465667,0.617647058823529,0.299306910465667,0.9,1.2815515655446,0.7,0.524400512708041,-0.412127792255715,0.0907405918879327,0.570116862823219,0.315834194130306,0.502868384143648,-0.254282668692913,-1.07548766941674,-0.569770808652007,0.505716860764736,-0.584365341877277,-0.45722400753082,0.127141334346456,0,0.5
"261",2,1341760,"Female",26,1,"United Kingdom","United Kingdom","High School Degree or equivalent","Yes",17,4,3,3,6,10,0.0833333333333333,0.125,0.125,0.125,2,0,1,1,3,0.5,0,0.5,0.25,4,10,3,5,8,18,0.833333333333333,0.5,0.833333333333333,0.666666666666667,0.75,3,1,2,3,6,0.75,0.5,1,0.75,0.75,2,2,1,3,5,0.166666666666667,0.333333333333333,0.166666666666667,0.25,0.208333333333333,2,0,1,1,3,0.5,0,0.5,0.25,0.375,4,2,2,4,8,0.25,0.25,0.25,0.25,0.25,62,0.967741935483871,1,0.5,15,24.6428571428571,0.5,0.104166666666667,0.6875,-0.25,-0.5,0.0416666666666667,0,-0.25,-0.166666666666666,0.807692307692308,0.869423773288886,0.653846153846154,0.395725295814487,0.264705882352941,-0.62890421763219,0.264705882352941,-0.62890421763219,0.7,0.524400512708041,0.7,0.524400512708041,0.345023260580845,-0.128675216893553,1.49832799092108,1.02462951344668,-0.473698477474399,-0.473698477474399,-0.696912142998463,-0.460062904261264,0.236849238737199,-0.120259777828348,0.116589460908851,0.236849238737199,0.5,0.5
"262",2,2162669,"Female",26,0,"South Africa","South Africa","Bachelor's Degree","No",25,5,12,6,18,23,0.104166666666667,0.5,0.25,0.375,1,1,0,1,2,0.25,0.5,0,0.25,0,8,6,3,9,17,0.666666666666667,1,0.5,0.75,0.708333333333333,3,2,2,4,7,0.75,1,1,1,0.875,0,2,0,2,2,0,0.333333333333333,0,0.166666666666667,0.0833333333333333,2,1,1,2,4,0.5,0.5,0.5,0.5,0.5,2,3,1,4,6,0.125,0.375,0.125,0.25,0.1875,53,0.981132075471698,1,0.46875,12,22.1428571428571,0.625,0.239583333333333,0.6875,0,0.25,0.270833333333333,0.25,0.25,0.083333333333333,0.653846153846154,0.395725295814487,0.730769230769231,0.615141104595973,0.147058823529412,-1.04913139796397,0.264705882352941,-0.62890421763219,0.7,0.524400512708041,0.9,1.2815515655446,-0.128675216893553,-0.666410460948627,1.44485669377846,1.24404532222816,-0.537735244055074,-0.200811371550295,-0.460062904261264,-0.948346335070287,-0.488283430809023,0.326703051074742,0.00688155651810834,-0.319821494556634,-0.5,0
"263",1,1568468,"Female",38,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",33,19,2,3,5,24,0.395833333333333,0.0833333333333333,0.125,0.104166666666667,2,1,1,2,4,0.5,0.5,0.5,0.5,5,8,6,4,10,18,0.666666666666667,1,0.666666666666667,0.833333333333333,0.75,4,1,2,3,7,1,0.5,1,0.75,0.875,0,1,0,1,1,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0,1,0,1,1,0,0.5,0,0.25,0.125,0,2,0,2,2,0,0.25,0,0.125,0.0625,53,0.943396226415094,1,0.421875,17,15,1,0.25,0.765625,0,0,-0.291666666666667,-0.25,-0.5,0.166666666666666,0.653846153846154,0.395725295814487,0.807692307692308,0.869423773288886,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.9,1.2815515655446,0.7,0.524400512708041,-0.885826269730114,0.345023260580845,2.28523525614792,1.91855517125286,1.23084953031096,-0.36668008489506,-0.838638430679544,-0.696912142998463,0.141726287681081,0.746892332259471,0.0898538123375426,-0.657038519921929,0,0.5
"264",1,1715357,"Female",44,0,"Ireland","Ireland","High School Degree or equivalent","No",47,22,6,13,19,41,0.458333333333333,0.25,0.541666666666667,0.395833333333333,1,1,0,1,2,0.25,0.5,0,0.25,4,12,6,6,12,24,1,1,1,1,1,2,2,2,4,6,0.5,1,1,1,0.75,0,0,1,1,1,0,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.125,0.0625,0.03125,54,0.87037037037037,1,0.484375,5,6.78571428571429,0.5,0.427083333333333,0.890625,0,0.25,-0.0625,0.5,0.5,0,0.961538461538462,1.76882503851871,0.961538461538462,1.76882503851871,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.5,0,0.9,1.2815515655446,1.76882503851871,0.487273472974105,3.65833499885214,3.12052727844937,-1.2815515655446,-0.537807720402769,-0.884412519259353,-1.52518830203165,-0.640775782772301,0.0603424609073622,-0.208561399294022,-0.268903860201384,-0.5,0
"265",1,1657359,"Female",21,0,"South Africa","South Africa","Bachelor's Degree","Yes",23,11,3,8,11,22,0.229166666666667,0.125,0.333333333333333,0.229166666666667,1,0,0,0,1,0.25,0,0,0,0,10,5,4,9,19,0.833333333333333,0.833333333333333,0.666666666666667,0.75,0.791666666666667,3,1,0,1,4,0.75,0.5,0,0.25,0.5,0,0,1,1,1,0,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.125,0.0625,0.03125,58,0.913793103448276,1,0.375,6,19.2857142857143,0.75,0.229166666666667,0.84375,-0.25,-0.25,0,-0.5,-0.25,-0.083333333333333,0.807692307692308,0.869423773288886,0.730769230769231,0.615141104595973,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.7,0.524400512708041,0.3,-0.524400512708041,0.345023260580845,1.13954161730401,2.75893373362232,1.96684334452663,0.794518356723169,-0.792090389095681,-0.696912142998463,-0.0453702959439664,0.651541847054497,0.510043093522272,0.368280567667344,-0.141762525854928,0,-0.5
"266",2,1624499,"Female",25,0,"United Kingdom","Portugal","Master's Degree","No",26,11,3,5,8,19,0.229166666666667,0.125,0.208333333333333,0.166666666666667,0,0,2,2,2,0,0,1,0.5,5,9,6,4,10,19,0.75,1,0.666666666666667,0.833333333333333,0.791666666666667,2,2,2,4,6,0.5,1,1,1,0.75,0,1,1,2,2,0,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,1,0,1,1,2,0.25,0,0.5,0.25,0.25,1,1,2,3,4,0.0625,0.125,0.25,0.1875,0.125,118,0.983050847457627,1,0.453125,15,34.6428571428571,0.4375,0.197916666666667,0.765625,0.5,0,-0.0625,0.5,0.5,0.083333333333333,0.730769230769231,0.615141104595973,0.807692307692308,0.869423773288886,0.0882352941176471,-1.35170223993066,0.205882352941176,-0.82079208833238,0.5,0,0.9,1.2815515655446,0.615141104595973,-0.412127792255715,1.96684334452663,1.69021586162127,-1.02726889685169,-0.276627482905368,-0.307570552297987,-1.07548766941674,-0.767917117118757,0.368280567667344,-0.0243158424782528,-0.392596410145597,1,0
"267",1,1734881,"Female",26,0,"South Africa","South Africa","High School Degree or equivalent","No",10,1,1,2,3,4,0.0208333333333333,0.0416666666666667,0.0833333333333333,0.0625,1,0,1,1,2,0.25,0,0.5,0.25,4,5,3,5,8,13,0.416666666666667,0.5,0.833333333333333,0.666666666666667,0.541666666666667,3,2,1,3,6,0.75,1,0.5,0.75,0.75,6,4,4,8,14,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.583333333333333,1,2,2,4,5,0.25,1,1,1,0.625,7,6,6,12,19,0.4375,0.75,0.75,0.75,0.59375,31,0.935483870967742,1,0.59375,12,74.2857142857143,0.3125,0.0416666666666667,0.4375,0,-0.25,0.0416666666666667,0,0.25,0.25,0.423076923076923,-0.194028142423926,0.653846153846154,0.395725295814487,0.441176470588235,-0.147987109725839,0.735294117647059,0.62890421763219,0.7,0.524400512708041,0.7,0.524400512708041,-0.718428655131967,-0.128675216893553,-0.0460410326980874,-0.233178921817703,0.589753438238414,-0.187137889119615,-0.165186185142057,-0.460062904261264,-0.294876719119207,0.171007626074883,-0.512314756723339,-0.683322382798221,0.5,-0.5
"268",2,1590385,"Female",26,0,"Nigeria","Nigeria","Master's Degree","Yes",37,17,13,7,20,37,0.354166666666667,0.541666666666667,0.291666666666667,0.416666666666667,0,0,0,0,0,0,0,0,0,0,11,6,5,11,22,0.916666666666667,1,0.833333333333333,0.916666666666667,0.916666666666667,1,1,0,1,2,0.25,0.5,0,0.25,0.25,2,1,4,5,7,0.166666666666667,0.166666666666667,0.666666666666667,0.416666666666667,0.291666666666667,1,0,1,1,2,0.25,0,0.5,0.25,0.25,3,1,5,6,9,0.1875,0.125,0.625,0.375,0.28125,42,0.904761904761905,1,0.515625,6,20.3571428571429,0.0625,0.385416666666667,0.796875,0,0,0.0625,0,0.25,0,0.884615384615385,1.19837970230692,0.884615384615385,1.19837970230692,0.205882352941176,-0.82079208833238,0.382352941176471,-0.299306910465667,0.3,-0.524400512708041,0.3,-0.524400512708041,1.72278021501497,1.72278021501497,2.0191717906393,1.49768661277259,0,-0.521485177866713,-0.336989594799442,-0.336989594799442,0,-0.188793806987272,-0.449536395920629,-0.260742588933357,0,-0.5
"269",2,1347717,"Female",40,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",20,9,6,2,8,17,0.1875,0.25,0.0833333333333333,0.166666666666667,1,0,0,0,1,0.25,0,0,0,2,6,5,4,9,15,0.5,0.833333333333333,0.666666666666667,0.75,0.625,2,2,1,3,5,0.5,1,0.5,0.75,0.625,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0.5,0.5,0.5,0.25,0,1,1,2,2,0,0.125,0.125,0.125,0.0625,122,0.991803278688525,1,0.34375,11,17.5,0.5,0.177083333333333,0.75,-0.25,-0.25,-0.0208333333333333,0.25,0.5,0.25,0.5,0,0.730769230769231,0.615141104595973,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.5,0,0.7,0.524400512708041,0,0.0907405918879327,1.88950996033343,1.66427250255994,0.0907405918879327,-0.225237457773486,0,-0.569770808652007,-0.569770808652007,0.944754980166715,0.216995146683999,-0.727759833482716,0,-0.5
